category,id,short,long,user,logo,link,publink,description,resource_type,scientific_purpose,taxonomic_coverage,realm_and_geographic_coverage,spatial_representation_and_resolution,temporal_extent_and_resolution,data_types_and_scales,data_origin_and_lineage,access,license,version_updates,strengths,limitations,recommended_use,prominence,publication,audit
Species traits,,FungalTraits,FungalTraits,core,,https://github.com/traitecoevo/fungaltraits,,Taxon-level fungal ecological guild and functional-attribute assignments.,primary or curated specialist database,"Trophic ecology, functional diversity and approximate food-web construction.",Birds and mammals.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global.",Global.; Species-level attributes.,Contemporary extant and selected recently extinct species.; Species level.,"Diet proportions, foraging stratum, activity and body mass.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Compiled from literature and commonly joined to ranges and phylogenies.,Download through Map of Life and publication archive.; formats: CSV.; interface: See the official resource documentation for current programmatic interfaces.,Research use with citation; current download terms apply.; registration: Not reported in the baseline catalogue.,Static widely used release.,Near-global bird and mammal coverage and model-ready trophic traits.,"Species-level simplification, uncertain or imputed values and dated taxonomy. Not reported.","Trophic ecology, functional diversity and approximate food-web construction.","Very widely used trait dataset.; evidence: high for official fields, otherwise as stated in the verification note",Wilman et al. EltonTraits 1.0.,retained and standardised; verified 2026-07-14.
Species traits,,GlobTherm,GlobTherm,core,,https://datadryad.org/dataset/doi:10.5061/dryad.1cv08,,Global compilation of experimentally measured thermal tolerance limits.,primary or curated specialist database,"Fungal metabarcoding, functional guild analysis and community annotation.",Fungi and fungus-like stramenopiles.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global.",Global non-spatial.; Taxon-level assignments.,Contemporary taxonomy and ecological knowledge.; Taxon level.,"Guild, lifestyle, morphology, substrate and confidence.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Frequently linked to UNITE and metabarcoding pipelines.,GitHub releases and supplements.; formats: CSV; R-readable tables.; interface: See the official resource documentation for current programmatic interfaces.,Open-source with citation.; registration: Not reported in the baseline catalogue.,Static or intermittently updated.,Practical global ecological annotations for fungi.,Many assignments are inferred at genus or higher rank; confidence varies. Not reported.,"Fungal metabarcoding, functional guild analysis and community annotation.","Widely used fungal functional dataset.; evidence: high for official fields, otherwise as stated in the verification note",Põlme et al. FungalTraits.,retained and standardised; verified 2026-07-14.
Species traits,,MammalDIET,MammalDIET,core,,https://datadryad.org/stash/dataset/doi:10.5061/dryad.6ww2k,,Global compilation of quantitative and categorical diet preferences for terrestrial mammals.,primary or curated specialist database,"Climate vulnerability, physiology and trait-based distribution analysis.","Animals, plants and other tested organisms.","mixed or non-spatial, depending on source; spatial extent: global; geography: Global, strongly uneven.",Global.; Population or species-level experimental estimates.,Modern experiments.; Trait measurement.,"Critical thermal minima/maxima, acclimation and experimental metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Compiled from experimental literature and joined to occurrence, climate and phylogeny data.",Dryad download.; formats: CSV.; interface: See the official resource documentation for current programmatic interfaces.,Open research use with citation.; registration: Not reported in the baseline catalogue.,Static published release.,Cross-realm physiological coverage and experimental context.,Strong taxonomic bias and variable protocols or acclimation conditions. Not reported.,"Climate vulnerability, physiology and trait-based distribution analysis.","Major specialised trait synthesis.; evidence: high for official fields, otherwise as stated in the verification note",Bennett et al. GlobTherm.,retained and standardised; verified 2026-07-14.
Species traits,,PanTHERIA,PanTHERIA,core,,https://esapubs.org/archive/ecol/E090/184/,,"Species-level mammal life-history, ecological and geographic trait compilation.",publication-associated global trait dataset,"Trophic guilds, functional diversity, interaction approximation and extinction-risk analysis. Mammal trophic and functional analyses.",Terrestrial mammals represented by the source taxonomy.,terrestrial; spatial extent: global; geography: Worldwide,Species-level diet table; Species level,Contemporary species knowledge; publication snapshot; Static release,"Diet proportions, food categories, evidence and taxonomic metadata; **records/taxa:** Release-specific; consult the repository for exact species coverage.",Literature synthesis and existing mammal ecology sources. Complements EltonTraits and PanTHERIA and uses a specific mammal taxonomy.,Publication repository; formats: CSV or spreadsheet; interface: No dedicated API reported,Open repository terms with citation.; registration: No account normally required.,Static published release.,More detailed mammal diet representation than broad trophic guilds.,"Terrestrial emphasis, literature bias and uncertainty in flexible or regionally variable diets. Do not interpret species-level proportions as local realised diets.",Mammal trophic and functional analyses.,established; evidence: high,Kissling et al. MammalDIET.,added after deep-search audit; verified 2026-07-14.
Species traits,,ReptTraits,ReptTraits,core,,https://figshare.com/articles/dataset/ReptTraits/,,Global ecological and life-history trait compilation for reptiles.,primary or curated specialist database,"Mammal macroecology, extinction risk and life-history evolution.",Mammals.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global.",Global.; Species-level values.,Contemporary and recently extinct species.; Species level.,"Life history, ecology, geography and taxonomy.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Uses an older mammal taxonomy; often harmonised to MDD.,Ecological Archives download and mirrors.; formats: CSV or text tables.; interface: See the official resource documentation for current programmatic interfaces.,Open research use with citation.; registration: Not reported in the baseline catalogue.,Static historical release.,Broad and influential mammal trait coverage.,Outdated taxonomy and substantial missing values. Not reported.,"Mammal macroecology, extinction risk and life-history evolution.","Classic trait dataset.; evidence: high for official fields, otherwise as stated in the verification note",Jones et al. PanTHERIA.,retained and standardised; verified 2026-07-14.
Species traits,,TRY,TRY Plant Trait Database,core,Try41.jpg,https://www.try-db.org/,,Global compilation of plant trait measurements contributed by many datasets and standardised to common definitions.,publication-associated global trait dataset,"Reptile macroecology, functional diversity and extinction-risk modelling. Reptile trait-based macroecology and comparative analysis.",Living reptiles.,"terrestrial, freshwater and marine; spatial extent: global; geography: Worldwide",Species-level trait table; Species level,Contemporary extant reptiles; publication snapshot; Static release,"Morphology, habitat, reproduction, activity, diet and life-history traits; **records/taxa:** Initial release covers approximately 12,060 species and 40 traits.",Literature synthesis and established reptile databases. Uses a specific Reptile Database taxonomy and overlaps Amniote traits.,Figshare or publication repository; formats: CSV or spreadsheet; interface: No dedicated API reported,Open repository licence with citation.; registration: No registration normally required.,Static published release.,Near-complete reptile scope and multiple ecological dimensions.,"Static taxonomy, missing values and species-level averaging. Do not assume all traits are directly measured or temporally current.",Reptile trait-based macroecology and comparative analysis.,established; evidence: high,ReptTraits data paper.,added after deep-search audit; verified 2026-07-14.
Functional diversity data,,GIFT,Global Inventory of Floras and Traits,core,,https://gift.uni-goettingen.de/,,"Database of regional plant checklists linked to geography, environment and species traits.",primary or curated specialist database,"Functional biogeography, ecosystem modelling, trait-environment analysis and community-weighted traits.","Plants, especially vascular plants.","mixed or non-spatial, depending on source; spatial extent: global; geography: Global with geographic and taxonomic gaps.","Global.; Individual, population and species-level measurements.",Mostly modern observations.; Trait measurement.,"Morphological, physiological, phenological, chemical and life-history traits.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Aggregates hundreds of primary trait datasets and feeds global trait maps and plant community products.,Application-based data request and selected open products.; formats: CSV; tabular extracts.; interface: See the official resource documentation for current programmatic interfaces.,Dataset-specific licences and contributor conditions; not all data are redistributable.; registration: Not reported in the baseline catalogue.,Actively maintained.,Largest plant trait compilation with measurement-level provenance.,"Restricted access, heterogeneous protocols and strong missingness; species means hide intraspecific variation. Not reported.","Functional biogeography, ecosystem modelling, trait-environment analysis and community-weighted traits.","Foundational global trait infrastructure.; evidence: high for official fields, otherwise as stated in the verification note",Kattge et al. TRY plant trait database.,retained and standardised; verified 2026-07-14.
Functional diversity data,,OTN,Open Traits Network dataset registry,core,,https://opentraits.org/datasets.html,,"Community registry of trait datasets, standards and tools across taxa.",primary or curated specialist database,"Island and regional floristics, species pools, trait biogeography and macroecology.",Vascular plants and bryophytes depending on source.,"terrestrial; spatial extent: global; geography: Global, especially detailed for islands.","Global regional floras.; Islands, political units, protected areas and other regions.",Mostly contemporary flora knowledge with historical checklist sources.; Checklist and region level.,"Species-by-region checklists, region geometry, traits and environmental attributes.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Integrates floras, taxonomy, traits and region geometry; overlaps BIEN but focuses on regional pools.",Portal and data request/collaboration.; formats: CSV and GIS.; interface: See the official resource documentation for current programmatic interfaces.,Data-use agreement and contributor citation; not all data fully open.; registration: Not reported in the baseline catalogue.,Actively maintained.,Explicit regional species pools and island metadata.,"Coarse regional presence, access conditions and checklist-age heterogeneity. Not reported.","Island and regional floristics, species pools, trait biogeography and macroecology.","Core global floristic synthesis.; evidence: high for official fields, otherwise as stated in the verification note",Weigelt et al. GIFT.,retained and standardised; verified 2026-07-14.
Functional diversity data,,TraitBank,TraitBank,core,,https://eol.org/traitbank,,Encyclopedia of Life infrastructure aggregating structured trait and ecological association statements.,dataset registry and interoperability network,"Trait-resource discovery, interoperability and gap analysis. Finding trait datasets and documenting data lineage.",Multiple organism groups represented by registered datasets.,mixed or non-spatial; spatial extent: global; geography: Worldwide resources,Dataset metadata and links; Dataset level,Current registry of extant and historical trait resources; Continuously updated registry,"Dataset descriptions, taxonomic scope, links and standards; **records/taxa:** A registry rather than a single record database; counts change as resources are added.","Community curation and linked trait infrastructures. Points to TRY, AVONET, AusTraits and many specialist datasets without merging their records.",Web registry and linked repositories; formats: Web records and source-specific formats; interface: Web portal,Registry is open; each linked dataset retains its own licence.; registration: No account for browsing.,Active community network.,Excellent discovery layer and community standards.,Not itself a harmonised trait table; access and definitions remain source-specific. Do not cite the registry instead of the actual dataset used.,Finding trait datasets and documenting data lineage.,established; evidence: high,Open Traits Network.,added after deep-search audit; verified 2026-07-14.
Biotic interactions,,GloBI,Global Biotic Interactions,core,globi.svg,https://globalbioticinteractions.org/,,Open infrastructure indexing species-interaction records from literature and datasets.,aggregator or federated infrastructure,"Trait discovery, semantic integration and linked-data applications.",Broad taxonomic coverage.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global.",Global non-spatial.; Taxon-trait statement.,Current and historical source data.; Statement level.,"Traits, measurements, associations and provenance.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Aggregates specialist databases and literature-derived statements.,EOL portal and APIs.; formats: JSON and linked-data formats.; interface: See the official resource documentation for current programmatic interfaces.,Source-specific licences and attribution.; registration: Not reported in the baseline catalogue.,Maintained within Encyclopedia of Life.,Very broad scope and semantic relationships.,"Variable quality, duplicates and inconsistent measurement detail. Not reported.","Trait discovery, semantic integration and linked-data applications.","Major trait aggregator.; evidence: high for official fields, otherwise as stated in the verification note",Parr et al. TraitBank.,retained and standardised; verified 2026-07-14.
Food webs and ecological networks,,Mangal,Mangal,core,,https://mangal.io/,,Database and data standard for georeferenced ecological interaction networks with study context.,aggregator or federated infrastructure,"Food webs, host-parasite analysis, trophic modelling and interaction discovery.",All biological groups and interaction types represented by contributing sources; coverage is study-dependent.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global, strongly study-biased.","Global.; Interaction event, taxon pair, study and sometimes locality.",Historical literature to present.; Interaction record.,"Predator-prey, pollination, parasitism, host-pathogen and other relations.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Aggregator of Mangal, natural-history datasets and literature extractions.","Web search, API, dumps and clients.; formats: TSV; CSV; JSON; linked data.; interface: See the official resource documentation for current programmatic interfaces.",Open data while retaining source licences and citations.; registration: Not reported in the baseline catalogue.,Actively maintained.,Broadest interaction search infrastructure and explicit provenance.,Absences and sampling effort are usually unknown; duplicates and directionality require cleaning. Not reported.,"Food webs, host-parasite analysis, trophic modelling and interaction discovery.","Foundational interaction aggregator.; evidence: high for official fields, otherwise as stated in the verification note",Poelen et al. Global Biotic Interactions.,retained and standardised; verified 2026-07-14.
Food webs and ecological networks,,trophiCH,trophiCH,core,,https://www.nature.com/articles/s41597-024-04304-x,,Species-level Swiss metaweb integrating trophic interactions across multiple organism groups.,primary or curated specialist database,"Network ecology, interaction biogeography and comparative network structure.","Pollination, host-parasite, food-web and other network taxa.","mixed or non-spatial, depending on source; spatial extent: global; geography: Global, literature-biased.","Global.; Networks, nodes and interaction edges.",Modern published ecological studies.; Study or network sampling event.,"Networks, nodes, interactions, locations, dates and references.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Can be indexed by GloBI and retains network context.,Web API and R package.; formats: JSON and tabular matrices.; interface: See the official resource documentation for current programmatic interfaces.,Open infrastructure; dataset-specific citations apply.; registration: Not reported in the baseline catalogue.,"Active, community-dependent.",Standard network representation and programmatic access.,Coverage is limited relative to the published literature and methods are heterogeneous. Not reported.,"Network ecology, interaction biogeography and comparative network structure.","Major network repository.; evidence: high for official fields, otherwise as stated in the verification note",Poisot et al. Mangal.,retained and standardised; verified 2026-07-14.
Food webs and ecological networks,,Web of Life,Web of Life Ecological Networks Database,core,,https://www.web-of-life.es/,,"Curated portal of ecological networks including pollination, seed dispersal, host-parasite and food webs.",regional multi-trophic metaweb,"Food-web modelling, community assembly and ecosystem-network analyses. Regional multispecies eco-evolutionary and network simulations.",Swiss species represented in published trophic literature.,terrestrial and freshwater; spatial extent: national; geography: Switzerland,Species-level directed interaction network; Metaweb edge level,Literature from 1862 to 2023; Static literature-synthesis release,"Predator–prey and consumer–resource edges, taxonomy and evidence; **records/taxa:** Release-specific; consult the data paper for edge and taxon counts.","Systematic literature compilation and taxonomic harmonisation. Can be joined to Swiss occurrence, trait and habitat data; interactions may also be indexed by GloBI.",Publication repository; formats: CSV and network tables; interface: No dedicated API reported,Open publication data with citation.; registration: No registration normally required.,Static published release.,"Cross-trophic, species-level national metaweb with evidence links.",Potential interactions rather than locally realised food webs; literature and taxonomic bias. Do not use every metaweb edge as simultaneously realised at a local site.,Regional multispecies eco-evolutionary and network simulations.,established; evidence: high,trophiCH data paper.,added after deep-search audit; verified 2026-07-14.
"Host-parasite, plant-pollinator, predator-prey, and symbiotic interaction",,DoPI,Database of Pollinator Interactions,core,,https://globalbioticinteractions.org/,,Compilation of plant-pollinator interactions from published and unpublished studies.,primary or curated specialist database,Comparative network ecology and teaching.,"Multiple interacting taxa, especially plants and animals.","mixed or non-spatial, depending on source; spatial extent: global; geography: Global, concentrated in well-studied regions.",Global.; Interaction matrices and network localities.,Modern studies.; Network level.,"Bipartite and food-web matrices, metadata and maps.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Overlaps Mangal and GloBI; emphasises curated matrices.,"Web portal, downloads and JSON service.; formats: CSV; matrix; JSON.; interface: See the official resource documentation for current programmatic interfaces.",Research use with citation to original networks.; registration: Not reported in the baseline catalogue.,Maintained specialist portal.,Easy access to classic networks.,Smaller coverage and variable sampling metadata. Not reported.,Comparative network ecology and teaching.,"Widely used specialist database.; evidence: high for official fields, otherwise as stated in the verification note",Fortuna et al. Web of Life.,retained and standardised; verified 2026-07-14.
"Host-parasite, plant-pollinator, predator-prey, and symbiotic interaction",,Global bee–plant,Global bee–plant interaction dataset,core,,https://www.nature.com/articles/s41597-026-06620-4,,"Global synthesis of documented bee–plant interactions assembled from databases, literature and collections.",primary or curated specialist database,"Pollination networks, interaction matching and conservation.",Flowering plants and animal pollinators.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global but incomplete.","Global, biased toward Europe and the Americas.; Interaction record and network.",Modern studies.; Observation or study level.,"Interactions, taxa, sites and study metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Some records are available through GloBI.,Publication supplements and aggregation through GloBI.; formats: Tabular data.; interface: See the official resource documentation for current programmatic interfaces.,Source-specific conditions and citations.; registration: Not reported in the baseline catalogue.,Standalone maintenance uncertain; records partly aggregated.,Focused pollination coverage.,Current standalone access and duplication are uncertain. Not reported.,"Pollination networks, interaction matching and conservation.","Specialised historical dataset.; evidence: high for official fields, otherwise as stated in the verification note",Borrell et al. Database of Pollinator Interactions.,retained and standardised; verified 2026-07-14.
"Host-parasite, plant-pollinator, predator-prey, and symbiotic interaction",,NHM HPD,NHM Host-Parasite Database,core,,https://www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/,,"Curated host-parasite associations, particularly helminths and vertebrate hosts, compiled from taxonomic literature.",publication-associated interaction synthesis,"Pollination biogeography, network completion, trait matching and conservation. Global pollination-network synthesis and sampling-gap analysis.",Bees and flowering plants represented in source records.,terrestrial; spatial extent: global; geography: Worldwide but strongly concentrated in North America and western Europe,Pairwise interaction records with locations and sources; Interaction record; locality precision varies,Historical literature and collections to recent observations; Interaction-event or source-record level,"Bee–plant links, taxonomic names, coordinates and source metadata; **records/taxa:** The 2026 release reports 981,982 unique interactions involving 5,537 bee species and 12,699 plant taxa.","Literature, museum labels, citizen science and existing interaction databases. Overlaps GloBI, DoPI and regional pollination networks; retains source lineage.",Publication repository; formats: CSV and associated tables; interface: No general API reported,Open publication data with source citation requirements.; registration: No registration normally required.,Static 2026 release.,Exceptional taxonomic and interaction volume for pollination.,Severe geographic and research-effort bias; absence and interaction effort are generally unknown. Do not interpret unrecorded pairs as non-interactions.,Global pollination-network synthesis and sampling-gap analysis.,emerging; evidence: high,Global bee–plant interaction data paper.,added after deep-search audit; verified 2026-07-14.
Paleoclimate reconstructions,,CenCO2PIP,CenCO2PIP,core,,https://www.cenco2pip.com/,,Community-vetted Cenozoic atmospheric CO2 proxy compilation and reconstruction.,primary or curated specialist database,"Parasite biogeography, host specificity and disease ecology.",Helminths and vertebrate hosts.,"mixed or non-spatial, depending on source; spatial extent: global; geography: Global, uneven by host and region.",Global.; Host-parasite association and locality record.,Historical literature to present.; Literature association.,"Host-parasite links, taxonomy, localities and references.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Some records may be indexed by GloBI or published in derivative databases.,Legacy web portal or extracts.; formats: Tabular database exports.; interface: See the official resource documentation for current programmatic interfaces.,Research use with citation; current terms and access should be checked.; registration: Not reported in the baseline catalogue.,Maintenance and interface status uncertain.,Deep specialist literature coverage.,"Legacy interface, older taxonomy and uncertain download pathway. Not reported.","Parasite biogeography, host specificity and disease ecology.","Important historical specialist source.; evidence: high for official fields, otherwise as stated in the verification note",Natural History Museum host-parasite database documentation.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,CENOGRID,CENOGRID,core,,https://doi.pangaea.de/10.1594/PANGAEA.917503,,Astronomically tuned global reference composite of benthic foraminiferal carbon and oxygen isotopes.,harmonised synthesis dataset,"Diversification-environment analysis, climate forcing and carbon-cycle studies.",Geochemical and palaeobotanical proxies.,mixed or not inherently biological; spatial extent: global; geography: Global but uneven proxy sites.,Global synthesis.; Proxy measurements and synthesis curves.,66 Ma to present.; Irregular points and continuous summaries.,"CO2 estimates, calibrations, uncertainty and synthesis curves.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Recalibrates several proxy classes and can be compared with alternative CO2 histories.,Project site and publication repository.; formats: CSV and supplementary tables.; interface: See the official resource documentation for current programmatic interfaces.,Open with citation.; registration: Not reported in the baseline catalogue.,Active consortium with versioned products.,Community screening and explicit uncertainty.,Sparse intervals and disagreement among proxies; global curve is not regional climate. Not reported.,"Diversification-environment analysis, climate forcing and carbon-cycle studies.","Core Cenozoic environmental dataset.; evidence: high for official fields, otherwise as stated in the verification note",CenCO2PIP Consortium.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,DoD2k,Database of Databases for Common Era Paleoclimate,core,,https://lipdverse.org/,,Merged and harmonised database of curated Common Era palaeoclimate compilations.,harmonised synthesis dataset,"Cenozoic climate context, deep-ocean temperature and carbon-cycle analysis.",Benthic foraminiferal isotope proxies.,marine; spatial extent: global; geography: Global ocean sites combined.,Global marine composite.; Deep-sea samples combined into a reference splice.,"66 Ma to present.; Thousands to tens of thousands of years, variable.","Benthic δ18O, δ13C, age model and source records.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Composite of multiple ocean-drilling sites and often converted to temperature.,PANGAEA and project files.; formats: Tables and spreadsheets.; interface: See the official resource documentation for current programmatic interfaces.,Open with citation.; registration: Not reported in the baseline catalogue.,Static reference release.,High temporal resolution and coherent Cenozoic framework.,δ18O combines temperature and ice volume; stacking masks regional variation. Not reported.,"Cenozoic climate context, deep-ocean temperature and carbon-cycle analysis.","Foundational Cenozoic proxy record.; evidence: high for official fields, otherwise as stated in the verification note",Westerhold et al. CENOGRID.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,NOAA Paleo,NOAA World Data Service for Paleoclimatology,core,,https://www.ncei.noaa.gov/products/paleoclimatology,,General archive for palaeoclimate proxy records and reconstructions from natural archives.,primary database or curated data infrastructure,Climate reconstruction and evaluation over the last two millennia.,"Tree rings, ice, coral, sediment and other proxies.",mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Proxy sites and time series.,1–2000 CE.; Annual to multidecadal depending on proxy.,"Proxy series, chronologies, metadata and source lineage.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Merges five established databases through reproducible tooling.,LiPDverse and repository tools.; formats: LiPD; CSV; structured files.; interface: See the official resource documentation for current programmatic interfaces.,Open versioned release with source citations.; registration: Not reported in the baseline catalogue.,New 2026 versioned synthesis.,Reduces duplication and format fragmentation.,Only Common Era and inherits source biases. Not reported.,Climate reconstruction and evaluation over the last two millennia.,"Emerging harmonised synthesis.; evidence: high for official fields, otherwise as stated in the verification note",Evans et al. Database of databases for Common Era paleoclimate applications.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,PANGAEA,PANGAEA,core,,https://www.pangaea.de/,,"Curated data publisher and repository for Earth, environmental and biodiversity data, especially marine and palaeo records.",primary database or curated data infrastructure,"Palaeoclimate reconstruction, proxy-model comparison and historical environmental context.",Biological and geochemical proxies.,"marine, freshwater, terrestrial; spatial extent: global; geography: Global.","Global terrestrial, freshwater, ice and marine.; Site, core, grid or reconstruction product.","Hundreds to millions of years; strongest Quaternary and Common Era.; Subannual to geological, dataset-dependent.","Tree rings, ice cores, pollen, corals, speleothems, sediments and reconstructions.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Repository rather than one harmonised dataset; overlaps PANGAEA and specialist databases.,"Search portal, direct files and selected APIs.; formats: Text; CSV; NetCDF; specialised formats.; interface: See the official resource documentation for current programmatic interfaces.",Mostly open; dataset citation and investigator conditions apply.; registration: Not reported in the baseline catalogue.,Actively maintained.,Extremely broad archive types and durable preservation.,Heterogeneous formats and metadata; archive-specific interpretation essential. Not reported.,"Palaeoclimate reconstruction, proxy-model comparison and historical environmental context.","Foundational palaeoclimate archive.; evidence: high for official fields, otherwise as stated in the verification note",NOAA NCEI Paleoclimatology documentation.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,PhanDA,Phanerozoic global surface temperature reconstruction,core,,https://www.science.org/doi/10.1126/science.adk3705,,Data-assimilation reconstruction combining proxy SSTs with climate simulations.,primary database or curated data infrastructure,"Publication-associated data discovery, proxy synthesis and model-data comparison.",No fixed taxonomic scope.,marine; spatial extent: global; geography: Global.,"Global.; Dataset-specific sites, cores, transects and grids.",Deep time to present.; Dataset-specific.,"Proxy measurements, occurrences, geochemistry, oceanography and model outputs.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Hosts CENOGRID and thousands of publication datasets.,"Search portal, DOI datasets and APIs.; formats: Tab-delimited; CSV; NetCDF; specialised formats.; interface: See the official resource documentation for current programmatic interfaces.","Dataset-specific licences, commonly CC BY.; registration: Not reported in the baseline catalogue.",Actively maintained.,"High-quality curation, DOIs and strong marine coverage.",Not harmonised across deposits; broad searches require screening. Not reported.,"Publication-associated data discovery, proxy synthesis and model-data comparison.","Foundational Earth-data repository.; evidence: high for official fields, otherwise as stated in the verification note",PANGAEA data publisher documentation.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,PhanSST,PhanSST,core,,https://doi.org/10.5281/zenodo.5790387,,Global compilation of Phanerozoic sea-surface temperature proxy estimates from several proxy systems.,primary database or curated data infrastructure,"Macroevolutionary forcing, Earth-system history and uncertainty-aware temperature trajectories.",Environmental reconstruction.,mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Global mean curve and supporting assimilated information.,"485 Ma to present.; Variable, generally multi-million-year in deep time.",Global mean surface temperature and uncertainty.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,Compiled from the origins described in the resource documentation and lineage note. Assimilates proxy data and climate simulations.,Article data repository and supplements.; formats: CSV and model-data files.; interface: See the official resource documentation for current programmatic interfaces.,Open publication data with citation.; registration: Not reported in the baseline catalogue.,Static 2024 product.,Explicit data-model integration and uncertainty.,Global mean masks regional climate; dependent on models and proxy screening. Not reported.,"Macroevolutionary forcing, Earth-system history and uncertainty-aware temperature trajectories.","Flagship deep-time climate synthesis.; evidence: high for official fields, otherwise as stated in the verification note",Judd et al. A 485-million-year history of Earth's surface temperature.,retained and standardised; verified 2026-07-14.
Paleoclimate reconstructions,,PALEOTEMP,Scotese Phanerozoic palaeotemperature curve,core,,https://www.scotese.com/climate.htm,,Global mean surface-temperature curve combining oxygen isotopes with lithological and palaeobiological indicators.,harmonised synthesis dataset,"Deep-time temperature reconstruction, data assimilation and climate-model evaluation.",Marine proxy measurements.,"marine; spatial extent: global; geography: Global, uneven.",Global oceans.; Georeferenced proxy samples.,"Phanerozoic, coverage varies strongly.; Individual measurement with age uncertainty.","SST proxies, ages, coordinates, methods and quality metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Feeds later data-assimilation temperature products.,Zenodo and publication supplements.; formats: CSV and tables.; interface: See the official resource documentation for current programmatic interfaces.,Open with citation.; registration: Not reported in the baseline catalogue.,Static versioned release.,Multi-proxy and site-level uncertainty metadata.,"Large temporal gaps, calibration differences and marine bias. Not reported.","Deep-time temperature reconstruction, data assimilation and climate-model evaluation.","Major publication-associated proxy database.; evidence: high for official fields, otherwise as stated in the verification note",Judd et al. PhanSST database.,retained and standardised; verified 2026-07-14.
Climate-model simulations and derived paleoclimate layers,,BRIDGE/Valdes,BRIDGE Phanerozoic HadCM3L simulations,core,,https://www.paleo.bristol.ac.uk/resources/simulations/,,Stage-level global palaeoclimate simulations using the HadCM3L coupled atmosphere-ocean-vegetation model.,primary database or curated data infrastructure,Long-term environment-diversification correlation and Earth-history context.,"Geochemical, lithological and fossil indicators.",mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Global time-series curve.,540 Ma to present.; Multi-million-year smoothed curve.,Temperature estimates and uncertainty in associated work.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,Compiled from the origins described in the resource documentation and lineage note. Uses fossil palm and crocodilian distributions among calibration indicators.,Publication supplements and PALEOMAP resources.; formats: Tabular curve and figures.; interface: See the official resource documentation for current programmatic interfaces.,Publication-associated research data.; registration: Not reported in the baseline catalogue.,Static synthesis with maintained project pages.,Full-Phanerozoic coverage and intuitive global curve.,Potential circularity for taxa used in calibration; global smoothing hides rapid/regional change. Not reported.,Long-term environment-diversification correlation and Earth-history context.,"Widely used deep-time curve.; evidence: high for official fields, otherwise as stated in the verification note",Scotese et al. Phanerozoic paleotemperatures.,retained and standardised; verified 2026-07-14.
